place_name,description,formatted_address,rating,user_ratings_total,types,geometry_lat,geometry_lng,google_map_url
ニコ・ギフトアンドスイーツ ららぽーと磐田店(niko gifts&sweets),"魅力ポイント✨  
・磐田市限定「ジュビロユニのしっぺいクッキー」はお土産にぴったり！  
・おしゃれなギフトBOXやメッセージシールで特別な贈り物を演出💖  
・人気のカヌレやスイーツが充実🍰  

こんな人におすすめ：  
・静岡旅行のお土産を探している人  
・可愛いギフトやスイーツが好きな人  
・丁寧な接客で気持ちよく買い物したい人  

ららぽーとのショッピングと一緒に、特別なプレゼントや自分へのご褒美を見つけてみませんか？✨",日本、〒438-0801 静岡県磐田市高見丘１２００,3.0,9.0,"bakery, food, point_of_interest, store, establishment",34.7501217,137.8411035,https://www.google.com/maps/place/?q=place_id:ChIJC6kJ5FXhGmARjDYguEibN30
HIGHMEAL 磐田店 Scrum with BlueRevs,"魅力ポイント✨  
・本格的なアメリカンバーガーが楽しめるおしゃれな空間  
・自慢のバンズとジューシーなパティ、選べる付け合わせが嬉しい🍟  
・店内はカリフォルニア風の明るい雰囲気、雑貨も販売中  

こんな人におすすめ：  
・インスタ映えするグルメを探している  
・家族や友達と気軽におしゃれランチを楽しみたい  

留意点：  
・人気店なので予約やウェイティング記名がおすすめ  

観光やお買い物の途中に、磐田の魅力を味わえる一軒です！",日本、〒438-0071 静岡県磐田市今之浦３丁目8−８,4.1,64.0,"bar, restaurant, food, point_of_interest, establishment",34.7199442,137.8597521,https://www.google.com/maps/place/?q=place_id:ChIJCfxtbVjlGmAREF3OKds3e4c
きばらし,"静岡県磐田市観光案内：きばらし

魅力ポイント✨  
・手作りの餃子に感動！料理はほとんどが手作りで安心＆美味しい  
・ラグビー🏉の雰囲気を楽しめる、スポーツ好きにはたまらないお店  

こんな人におすすめ：  
・地元ならではのアットホームなグルメを楽しみたい  
・ラグビーやスポーツの雰囲気に触れたい  

留意点：  
・散歩がてら立ち寄るのも楽しい発見になるかも！",日本、〒438-0834 静岡県磐田市森下８０−５,4.7,6.0,"restaurant, food, point_of_interest, establishment",34.723096,137.8225826,https://www.google.com/maps/place/?q=place_id:ChIJCzcMosDmGmARGGFxXc_EwMI
クリエイトセイブ 風の家工房,"魅力ポイント✨  
・自然豊かな環境でリラックス  
・自家製スイーツ（ブルーベリーアイスやプリン、チーズケーキ）  
・小ヤギたちとのふれあいが楽しめる  

こんな人におすすめ：  
・自然や動物が好きな方  
・のんびりしたひとときを過ごしたい方  
・自家製スイーツやコーヒーを楽しみたい方  

果樹園に囲まれた「クリエイトセイブ 風の家工房」は、静岡県磐田市の隠れ家スポット。動物たちと触れ合いながら、手作りスイーツやコーヒーで癒されませんか？週末にはブランチも楽しめるので、予約をして訪れるのがおすすめです！",日本、〒438-0004 静岡県磐田市匂坂中２２８−３,4.3,18.0,"cafe, store, food, point_of_interest, establishment",34.76235270000001,137.8418894,https://www.google.com/maps/place/?q=place_id:ChIJD9dtm1_hGmARIz9BJBSiWSI
A L'ile bleue,"魅力ポイント✨  
・黄色いコンテナ風の外観が目を引くおしゃれなケーキ屋さん  
・旬の素材を活かした絶品ケーキが豊富（シャインマスカットや栗のチョコムースなど）  
・焼き菓子も個性的で、特にレモン型チョコケーキやシナモンケーキが人気  

こんな人におすすめ：  
・おしゃれで個性的なスイーツが好き  
・手土産やプレゼントにぴったりな焼き菓子を探している  
・SNS映えするスイーツに興味がある  

予約や事前問い合わせがおすすめ！静岡県磐田市で特別なスイーツ体験をぜひ楽しんでください♪",日本、〒438-0075 静岡県磐田市天龍１０７２−１,3.9,28.0,"bakery, food, point_of_interest, store, establishment",34.7052645,137.8425406,https://www.google.com/maps/place/?q=place_id:ChIJDZ5qq3jmGmARj8oi4TJ_peA
cafe azure,"魅力ポイント✨  
・薪ストーブで温かいアンティーク調の雰囲気  
・手作りのローストビーフ丼や濃厚なガトーショコラが絶品  
・パティシエこだわりのスイーツがショーケースに並ぶ  

こんな人におすすめ：  
・ゆっくりとした時間を楽しみたい方  
・本格的な料理と素敵な空間が好きな方  

cafe azureは静岡県磐田市で落ち着いたひとときを過ごせる隠れ家カフェ。薪ストーブのぬくもりを感じながら、美味しい料理やスイーツを楽しむことができます。ハーブティも豊富で選ぶ楽しさも魅力。中庭を眺めながらのランチは格別です！",日本、〒438-0074 静岡県磐田市二之宮２７３−１,4.0,92.0,"cafe, store, food, point_of_interest, establishment",34.7096284,137.8594963,https://www.google.com/maps/place/?q=place_id:ChIJDzC_-sjlGmARws06yro0QP8
むつみ屋 アミューズ豊田店,"✨魅力ポイント✨  
・浜松餃子やサクサクのフライが絶品！  
・ボリューム満点のソースかつ丼は肉厚ヒレカツ4枚付きで満足度抜群  
・洋食屋さんらしい丁寧な味付けと豊富なメニュー  

🍴こんな人におすすめ🍴  
・静岡ご当地グルメが気になる  
・ガッツリ食べたい＆ボリューム派  
・落ち着いた空間でゆっくり食事を楽しみたい  

磐田市で本場を超えると評判のソースかつ丼や、野菜の甘みが広がる浜松餃子が楽しめる「むつみ屋 アミューズ豊田店」。地元の人も観光客も満足の一軒です！",日本、〒438-0831 静岡県磐田市上新屋499ｰ1,4.1,68.0,"restaurant, food, point_of_interest, establishment",34.731795,137.8228999,https://www.google.com/maps/place/?q=place_id:ChIJE-xT8LjnGmARqO5OdgbOzV8
旧見付学校,"魅力ポイント✨  
・現存する日本最古の擬洋風木造校舎  
・無料で入館できる歴史的スポット  
・昔の教室風景や遊び体験コーナーが楽しめる  
・5階展望台からの景色が抜群  

こんな人におすすめ：  
・レトロな建物や歴史に興味がある人  
・子供連れで楽しみたいファミリー  
・フォトジェニックなスポットを探している観光客  

旧見付学校は、150年の歴史を誇る美しい校舎。内部では教科書や農機具などの展示を通じて学校の歴史を学べます。急な階段やミシミシと音を立てる床も、レトロな雰囲気を演出していますよ。展望台からの眺めもお見逃しなく！",日本、〒438-0086 静岡県磐田市見付２４５２,4.2,289.0,"tourist_attraction, point_of_interest, establishment",34.7274413,137.8569622,https://www.google.com/maps/place/?q=place_id:ChIJEX2Z0jvkGmARuiadrXFThoQ
サン・ヴェルジェ,"**サン・ヴェルジェ（磐田市）🍰**  
フランスの片田舎を思わせるお洒落な建物が目印のケーキ店「サン・ヴェルジェ」。洋菓子の種類が豊富で、濃厚チーズケーキやオペラ、焼きドーナツ、創作デコレーションケーキが大人気！甘すぎない絶妙な味わいが魅力です。特別なイベントには、オリジナルデザインのケーキもオーダー可能！店内のイートインスペースで、スイーツとともにゆっくりとした時間を過ごせます。観光の合間やちょっとした休憩にピッタリ✨駐車場も広く、アクセスも安心です！",日本、〒438-0078 静岡県磐田市中泉１７９６−１,4.0,39.0,"cafe, bakery, food, point_of_interest, store, establishment",34.7071194,137.8479641,https://www.google.com/maps/place/?q=place_id:ChIJFSAVUtHlGmARgF_-amzICYQ
魚邦,"魅力ポイント✨  
・地元密着の海鮮料理店  
・特大エビフライ＆牡蠣フライが絶品！  
・仕出し料理や宴会、テイクアウトも対応  

こんな人におすすめ：  
・海鮮料理が好き  
・家族やグループで美味しい食事を楽しみたい  
・お得な日替わりランチを試したい  

磐田市で地元に愛される「魚邦」は、新鮮な海の幸を使った定食が楽しめるお店。特大サイズのエビフライや牡蠣フライは絶品で、一度食べれば忘れられない美味しさ！座敷席やテーブル席もあり、大勢での食事にもぴったり。仕出しやテイクアウトにも対応しているので、観光の合間にも便利です！",日本、〒438-0231 静岡県磐田市豊岡５５３２,3.9,127.0,"restaurant, food, point_of_interest, establishment",34.6721377,137.8121866,https://www.google.com/maps/place/?q=place_id:ChIJFfdkiTDmGmARV2zQSgpng6o
フロプレステージュ 磐田ららぽーと店,"魅力ポイント✨  
・濃厚で低価格なチーズタルトや焼きプリンのタルトが大人気！  
・選べるカヌレやタルトセットが充実していて手土産にもぴったり  
・店員さんの親切な対応で美味しい食べ方や保存方法も教えてもらえる  

こんな人におすすめ：  
・甘さ控え目のスイーツが好き  
・映画やショッピングの合間に立ち寄りたい  

静岡県磐田市の「フロプレステージュ 磐田ららぽーと店」は、全国展開の信頼あるスイーツ店。映画の後やショッピングのついでに、美味しいタルトやカヌレをぜひお試しください！",日本、〒438-0801 静岡県磐田市高見丘１２００番地 ららぽーと磐田 １Ｆ,3.9,16.0,"bakery, food, point_of_interest, store, establishment",34.7501809,137.8408882,https://www.google.com/maps/place/?q=place_id:ChIJFyMB-1XhGmARSeIMNsjLsyw
潤,"✨魅力ポイント✨  
・昔懐かしい「ザ・喫茶店」の雰囲気  
・ボリューム満点の日替わりランチ（コーヒー付きでお得！）  
・手作りのハンバーグやナポリタンが絶品！  

🍴こんな人におすすめ🍴  
・懐かしいレトロな喫茶店でほっこりしたい人  
・お腹いっぱい美味しいご飯を楽しみたい人  

🚗ポイント🚗  
・ランチタイムは混雑するので早めの来店がおすすめ！  

静岡県磐田市で愛され続ける「潤」は、手作りの温かみある料理と懐かしい喫茶店の雰囲気が魅力。週替わりランチや定食はボリューム満点で、ご飯が進む美味しさ！午後はゆっくりとコーヒーを味わいながら、雑誌やマンガを楽しむのも◎。常連さんにも人気の一軒、ぜひ訪れてみてください！",日本、〒438-0077 静岡県磐田市国府台４０−１３,4.3,127.0,"cafe, store, food, point_of_interest, establishment",34.7196238,137.8499125,https://www.google.com/maps/place/?q=place_id:ChIJFz9K-S7kGmARmiS8CO9DVQA
